"label_neg","label_pos","predict","observed","engramobserved","inactiveobserved"
0.749,0.251,"Fos-","Fos-",0,1
0.803,0.197,"Fos-","Fos-",0,1
0.758,0.242,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.756,0.244,"Fos-","Fos-",0,1
0.83,0.17,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.824,0.176,"Fos-","Fos-",0,1
0.766,0.234,"Fos-","Fos-",0,1
0.78,0.22,"Fos-","Fos-",0,1
0.808,0.192,"Fos-","Fos-",0,1
0.788,0.212,"Fos-","Fos-",0,1
0.775,0.225,"Fos-","Fos-",0,1
0.809,0.191,"Fos-","Fos-",0,1
0.751,0.249,"Fos-","Fos-",0,1
0.676,0.324,"Fos-","Fos-",0,1
0.717,0.283,"Fos-","Fos-",0,1
0.785,0.215,"Fos-","Fos-",0,1
0.746,0.254,"Fos-","Fos-",0,1
0.758,0.242,"Fos-","Fos-",0,1
0.721,0.279,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.821,0.179,"Fos-","Fos-",0,1
0.703,0.297,"Fos-","Fos-",0,1
0.772,0.228,"Fos-","Fos-",0,1
0.74,0.26,"Fos-","Fos-",0,1
0.803,0.197,"Fos-","Fos-",0,1
0.767,0.233,"Fos-","Fos-",0,1
0.745,0.255,"Fos-","Fos-",0,1
0.775,0.225,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.772,0.228,"Fos-","Fos-",0,1
0.77,0.23,"Fos-","Fos-",0,1
0.74,0.26,"Fos-","Fos-",0,1
0.826,0.174,"Fos-","Fos-",0,1
0.666,0.334,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.793,0.207,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.798,0.202,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.828,0.172,"Fos-","Fos-",0,1
0.793,0.207,"Fos-","Fos-",0,1
0.799,0.201,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.734,0.266,"Fos-","Fos-",0,1
0.77,0.23,"Fos-","Fos-",0,1
0.801,0.199,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.762,0.238,"Fos-","Fos-",0,1
0.79,0.21,"Fos-","Fos-",0,1
0.817,0.183,"Fos-","Fos-",0,1
0.747,0.253,"Fos-","Fos-",0,1
0.828,0.172,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.809,0.191,"Fos-","Fos-",0,1
0.802,0.198,"Fos-","Fos-",0,1
0.82,0.18,"Fos-","Fos-",0,1
0.726,0.274,"Fos-","Fos-",0,1
0.75,0.25,"Fos-","Fos-",0,1
0.735,0.265,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.773,0.227,"Fos-","Fos-",0,1
0.768,0.232,"Fos-","Fos-",0,1
0.766,0.234,"Fos-","Fos-",0,1
0.742,0.258,"Fos-","Fos-",0,1
0.818,0.182,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.796,0.204,"Fos-","Fos-",0,1
0.773,0.227,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.782,0.218,"Fos-","Fos-",0,1
0.801,0.199,"Fos-","Fos-",0,1
0.791,0.209,"Fos-","Fos-",0,1
0.811,0.189,"Fos-","Fos-",0,1
0.827,0.173,"Fos-","Fos-",0,1
0.77,0.23,"Fos-","Fos-",0,1
0.775,0.225,"Fos-","Fos-",0,1
0.811,0.189,"Fos-","Fos-",0,1
0.713,0.287,"Fos-","Fos-",0,1
0.732,0.268,"Fos-","Fos-",0,1
0.774,0.226,"Fos-","Fos-",0,1
0.813,0.187,"Fos-","Fos-",0,1
0.779,0.221,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.699,0.301,"Fos-","Fos-",0,1
0.748,0.252,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.789,0.211,"Fos-","Fos-",0,1
0.781,0.219,"Fos-","Fos-",0,1
0.756,0.244,"Fos-","Fos-",0,1
0.817,0.183,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.776,0.224,"Fos-","Fos-",0,1
0.762,0.238,"Fos-","Fos-",0,1
0.768,0.232,"Fos-","Fos-",0,1
0.785,0.215,"Fos-","Fos-",0,1
0.741,0.259,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.794,0.206,"Fos-","Fos-",0,1
0.743,0.257,"Fos-","Fos-",0,1
0.779,0.221,"Fos-","Fos-",0,1
0.757,0.243,"Fos-","Fos-",0,1
0.711,0.289,"Fos-","Fos-",0,1
0.784,0.216,"Fos-","Fos-",0,1
0.758,0.242,"Fos-","Fos-",0,1
0.736,0.264,"Fos-","Fos-",0,1
0.534,0.466,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.745,0.255,"Fos-","Fos-",0,1
0.779,0.221,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.782,0.218,"Fos-","Fos-",0,1
0.769,0.231,"Fos-","Fos-",0,1
0.751,0.249,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.827,0.173,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.809,0.191,"Fos-","Fos-",0,1
0.647,0.353,"Fos-","Fos-",0,1
0.71,0.29,"Fos-","Fos-",0,1
0.785,0.215,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.81,0.19,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.794,0.206,"Fos-","Fos-",0,1
0.764,0.236,"Fos-","Fos-",0,1
0.798,0.202,"Fos-","Fos-",0,1
0.743,0.257,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.734,0.266,"Fos-","Fos-",0,1
0.737,0.263,"Fos-","Fos-",0,1
0.808,0.192,"Fos-","Fos-",0,1
0.789,0.211,"Fos-","Fos-",0,1
0.823,0.177,"Fos-","Fos-",0,1
0.829,0.171,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.788,0.212,"Fos-","Fos-",0,1
0.767,0.233,"Fos-","Fos-",0,1
0.823,0.177,"Fos-","Fos-",0,1
0.755,0.245,"Fos-","Fos-",0,1
0.755,0.245,"Fos-","Fos-",0,1
0.797,0.203,"Fos-","Fos-",0,1
0.732,0.268,"Fos-","Fos-",0,1
0.784,0.216,"Fos-","Fos-",0,1
0.785,0.215,"Fos-","Fos-",0,1
0.779,0.221,"Fos-","Fos-",0,1
0.801,0.199,"Fos-","Fos-",0,1
0.759,0.241,"Fos-","Fos-",0,1
0.827,0.173,"Fos-","Fos-",0,1
0.779,0.221,"Fos-","Fos-",0,1
0.629,0.371,"Fos-","Fos-",0,1
0.73,0.27,"Fos-","Fos-",0,1
0.793,0.207,"Fos-","Fos-",0,1
0.756,0.244,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.806,0.194,"Fos-","Fos-",0,1
0.769,0.231,"Fos-","Fos-",0,1
0.749,0.251,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.776,0.224,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.803,0.197,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.771,0.229,"Fos-","Fos-",0,1
0.834,0.166,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.722,0.278,"Fos-","Fos-",0,1
0.771,0.229,"Fos-","Fos-",0,1
0.785,0.215,"Fos-","Fos-",0,1
0.806,0.194,"Fos-","Fos-",0,1
0.775,0.225,"Fos-","Fos-",0,1
0.83,0.17,"Fos-","Fos-",0,1
0.782,0.218,"Fos-","Fos-",0,1
0.761,0.239,"Fos-","Fos-",0,1
0.818,0.182,"Fos-","Fos-",0,1
0.776,0.224,"Fos-","Fos-",0,1
0.771,0.229,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.823,0.177,"Fos-","Fos-",0,1
0.826,0.174,"Fos-","Fos-",0,1
0.839,0.161,"Fos-","Fos-",0,1
0.791,0.209,"Fos-","Fos-",0,1
0.782,0.218,"Fos-","Fos-",0,1
0.795,0.205,"Fos-","Fos-",0,1
0.834,0.166,"Fos-","Fos-",0,1
0.769,0.231,"Fos-","Fos-",0,1
0.762,0.238,"Fos-","Fos-",0,1
0.722,0.278,"Fos-","Fos-",0,1
0.623,0.377,"Fos-","Fos-",0,1
0.754,0.246,"Fos-","Fos-",0,1
0.81,0.19,"Fos-","Fos-",0,1
0.772,0.228,"Fos-","Fos-",0,1
0.811,0.189,"Fos-","Fos-",0,1
0.833,0.167,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.817,0.183,"Fos-","Fos-",0,1
0.829,0.171,"Fos-","Fos-",0,1
0.739,0.261,"Fos-","Fos-",0,1
0.771,0.229,"Fos-","Fos-",0,1
0.772,0.228,"Fos-","Fos-",0,1
0.781,0.219,"Fos-","Fos-",0,1
0.816,0.184,"Fos-","Fos-",0,1
0.722,0.278,"Fos-","Fos-",0,1
0.751,0.249,"Fos-","Fos-",0,1
0.719,0.281,"Fos-","Fos-",0,1
0.769,0.231,"Fos-","Fos-",0,1
0.752,0.248,"Fos-","Fos-",0,1
0.706,0.294,"Fos-","Fos-",0,1
0.752,0.248,"Fos-","Fos-",0,1
0.829,0.171,"Fos-","Fos-",0,1
0.822,0.178,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.673,0.327,"Fos-","Fos-",0,1
0.704,0.296,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.798,0.202,"Fos-","Fos-",0,1
0.707,0.293,"Fos-","Fos-",0,1
0.779,0.221,"Fos-","Fos-",0,1
0.667,0.333,"Fos-","Fos-",0,1
0.721,0.279,"Fos-","Fos-",0,1
0.716,0.284,"Fos-","Fos-",0,1
0.808,0.192,"Fos-","Fos-",0,1
0.759,0.241,"Fos-","Fos-",0,1
0.701,0.299,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.776,0.224,"Fos-","Fos-",0,1
0.786,0.214,"Fos-","Fos-",0,1
0.798,0.202,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.802,0.198,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.744,0.256,"Fos-","Fos-",0,1
0.787,0.213,"Fos-","Fos-",0,1
0.727,0.273,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.801,0.199,"Fos-","Fos-",0,1
0.845,0.155,"Fos-","Fos-",0,1
0.808,0.192,"Fos-","Fos-",0,1
0.744,0.256,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.806,0.194,"Fos-","Fos-",0,1
0.837,0.163,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.733,0.267,"Fos-","Fos-",0,1
0.757,0.243,"Fos-","Fos-",0,1
0.778,0.222,"Fos-","Fos-",0,1
0.79,0.21,"Fos-","Fos-",0,1
0.782,0.218,"Fos-","Fos-",0,1
0.606,0.394,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.756,0.244,"Fos-","Fos-",0,1
0.837,0.163,"Fos-","Fos-",0,1
0.724,0.276,"Fos-","Fos-",0,1
0.794,0.206,"Fos-","Fos-",0,1
0.74,0.26,"Fos-","Fos-",0,1
0.67,0.33,"Fos-","Fos-",0,1
0.768,0.232,"Fos-","Fos-",0,1
0.813,0.187,"Fos-","Fos-",0,1
0.837,0.163,"Fos-","Fos-",0,1
0.739,0.261,"Fos-","Fos-",0,1
0.799,0.201,"Fos-","Fos-",0,1
0.776,0.224,"Fos-","Fos-",0,1
0.799,0.201,"Fos-","Fos-",0,1
0.838,0.162,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.811,0.189,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.76,0.24,"Fos-","Fos-",0,1
0.794,0.206,"Fos-","Fos-",0,1
0.791,0.209,"Fos-","Fos-",0,1
0.778,0.222,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.751,0.249,"Fos-","Fos-",0,1
0.751,0.249,"Fos-","Fos-",0,1
0.519,0.481,"Fos-","Fos-",0,1
0.776,0.224,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.802,0.198,"Fos-","Fos-",0,1
0.828,0.172,"Fos-","Fos-",0,1
0.811,0.189,"Fos-","Fos-",0,1
0.77,0.23,"Fos-","Fos-",0,1
0.741,0.259,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.732,0.268,"Fos-","Fos-",0,1
0.806,0.194,"Fos-","Fos-",0,1
0.784,0.216,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.802,0.198,"Fos-","Fos-",0,1
0.79,0.21,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.758,0.242,"Fos-","Fos-",0,1
0.784,0.216,"Fos-","Fos-",0,1
0.808,0.192,"Fos-","Fos-",0,1
0.787,0.213,"Fos-","Fos-",0,1
0.791,0.209,"Fos-","Fos-",0,1
0.791,0.209,"Fos-","Fos-",0,1
0.738,0.262,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.786,0.214,"Fos-","Fos-",0,1
0.722,0.278,"Fos-","Fos-",0,1
0.752,0.248,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.782,0.218,"Fos-","Fos-",0,1
0.836,0.164,"Fos-","Fos-",0,1
0.791,0.209,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.737,0.263,"Fos-","Fos-",0,1
0.806,0.194,"Fos-","Fos-",0,1
0.78,0.22,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.767,0.233,"Fos-","Fos-",0,1
0.826,0.174,"Fos-","Fos-",0,1
0.809,0.191,"Fos-","Fos-",0,1
0.774,0.226,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.822,0.178,"Fos-","Fos-",0,1
0.774,0.226,"Fos-","Fos-",0,1
0.748,0.252,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.733,0.267,"Fos-","Fos-",0,1
0.72,0.28,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.762,0.238,"Fos-","Fos-",0,1
0.758,0.242,"Fos-","Fos-",0,1
0.74,0.26,"Fos-","Fos-",0,1
0.77,0.23,"Fos-","Fos-",0,1
0.769,0.231,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.787,0.213,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.797,0.203,"Fos-","Fos-",0,1
0.798,0.202,"Fos-","Fos-",0,1
0.778,0.222,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.79,0.21,"Fos-","Fos-",0,1
0.808,0.192,"Fos-","Fos-",0,1
0.765,0.235,"Fos-","Fos-",0,1
0.777,0.223,"Fos-","Fos-",0,1
0.727,0.273,"Fos-","Fos-",0,1
0.75,0.25,"Fos-","Fos-",0,1
0.774,0.226,"Fos-","Fos-",0,1
0.799,0.201,"Fos-","Fos-",0,1
0.797,0.203,"Fos-","Fos-",0,1
0.816,0.184,"Fos-","Fos-",0,1
0.746,0.254,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.781,0.219,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.764,0.236,"Fos-","Fos-",0,1
0.81,0.19,"Fos-","Fos-",0,1
0.785,0.215,"Fos-","Fos-",0,1
0.786,0.214,"Fos-","Fos-",0,1
0.709,0.291,"Fos-","Fos-",0,1
0.822,0.178,"Fos-","Fos-",0,1
0.764,0.236,"Fos-","Fos-",0,1
0.76,0.24,"Fos-","Fos-",0,1
0.778,0.222,"Fos-","Fos-",0,1
0.759,0.241,"Fos-","Fos-",0,1
0.798,0.202,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.759,0.241,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.787,0.213,"Fos-","Fos-",0,1
0.816,0.184,"Fos-","Fos-",0,1
0.827,0.173,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.769,0.231,"Fos-","Fos-",0,1
0.753,0.247,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.797,0.203,"Fos-","Fos-",0,1
0.728,0.272,"Fos-","Fos-",0,1
0.779,0.221,"Fos-","Fos-",0,1
0.796,0.204,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.809,0.191,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.813,0.187,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.846,0.154,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.824,0.176,"Fos-","Fos-",0,1
0.796,0.204,"Fos-","Fos-",0,1
0.821,0.179,"Fos-","Fos-",0,1
0.824,0.176,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.773,0.227,"Fos-","Fos-",0,1
0.834,0.166,"Fos-","Fos-",0,1
0.836,0.164,"Fos-","Fos-",0,1
0.825,0.175,"Fos-","Fos-",0,1
0.839,0.161,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.83,0.17,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.829,0.171,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.844,0.156,"Fos-","Fos-",0,1
0.832,0.168,"Fos-","Fos-",0,1
0.829,0.171,"Fos-","Fos-",0,1
0.842,0.158,"Fos-","Fos-",0,1
0.834,0.166,"Fos-","Fos-",0,1
0.774,0.226,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.789,0.211,"Fos-","Fos-",0,1
0.844,0.156,"Fos-","Fos-",0,1
0.822,0.178,"Fos-","Fos-",0,1
0.807,0.193,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.845,0.155,"Fos-","Fos-",0,1
0.804,0.196,"Fos-","Fos-",0,1
0.845,0.155,"Fos-","Fos-",0,1
0.787,0.213,"Fos-","Fos-",0,1
0.81,0.19,"Fos-","Fos-",0,1
0.821,0.179,"Fos-","Fos-",0,1
0.783,0.217,"Fos-","Fos-",0,1
0.837,0.163,"Fos-","Fos-",0,1
0.799,0.201,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.848,0.152,"Fos-","Fos-",0,1
0.836,0.164,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.841,0.159,"Fos-","Fos-",0,1
0.806,0.194,"Fos-","Fos-",0,1
0.796,0.204,"Fos-","Fos-",0,1
0.839,0.161,"Fos-","Fos-",0,1
0.829,0.171,"Fos-","Fos-",0,1
0.838,0.162,"Fos-","Fos-",0,1
0.853,0.147,"Fos-","Fos-",0,1
0.823,0.177,"Fos-","Fos-",0,1
0.817,0.183,"Fos-","Fos-",0,1
0.787,0.213,"Fos-","Fos-",0,1
0.833,0.167,"Fos-","Fos-",0,1
0.835,0.165,"Fos-","Fos-",0,1
0.838,0.162,"Fos-","Fos-",0,1
0.81,0.19,"Fos-","Fos-",0,1
0.846,0.154,"Fos-","Fos-",0,1
0.843,0.157,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.826,0.174,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.84,0.16,"Fos-","Fos-",0,1
0.827,0.173,"Fos-","Fos-",0,1
0.805,0.195,"Fos-","Fos-",0,1
0.814,0.186,"Fos-","Fos-",0,1
0.811,0.189,"Fos-","Fos-",0,1
0.792,0.208,"Fos-","Fos-",0,1
0.828,0.172,"Fos-","Fos-",0,1
0.833,0.167,"Fos-","Fos-",0,1
0.851,0.149,"Fos-","Fos-",0,1
0.843,0.157,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.789,0.211,"Fos-","Fos-",0,1
0.821,0.179,"Fos-","Fos-",0,1
0.835,0.165,"Fos-","Fos-",0,1
0.833,0.167,"Fos-","Fos-",0,1
0.826,0.174,"Fos-","Fos-",0,1
0.845,0.155,"Fos-","Fos-",0,1
0.827,0.173,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.826,0.174,"Fos-","Fos-",0,1
0.818,0.182,"Fos-","Fos-",0,1
0.843,0.157,"Fos-","Fos-",0,1
0.714,0.286,"Fos-","Fos-",0,1
0.819,0.181,"Fos-","Fos-",0,1
0.789,0.211,"Fos-","Fos-",0,1
0.829,0.171,"Fos-","Fos-",0,1
0.827,0.173,"Fos-","Fos-",0,1
0.812,0.188,"Fos-","Fos-",0,1
0.772,0.228,"Fos-","Fos-",0,1
0.8,0.2,"Fos-","Fos-",0,1
0.844,0.156,"Fos-","Fos-",0,1
0.841,0.159,"Fos-","Fos-",0,1
0.835,0.165,"Fos-","Fos-",0,1
0.831,0.169,"Fos-","Fos-",0,1
0.822,0.178,"Fos-","Fos-",0,1
0.834,0.166,"Fos-","Fos-",0,1
0.837,0.163,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.824,0.176,"Fos-","Fos-",0,1
0.775,0.225,"Fos-","Fos-",0,1
0.809,0.191,"Fos-","Fos-",0,1
0.825,0.175,"Fos-","Fos-",0,1
0.835,0.165,"Fos-","Fos-",0,1
0.815,0.185,"Fos-","Fos-",0,1
0.817,0.183,"Fos-","Fos-",0,1
0.771,0.229,"Fos-","Fos-",0,1
0.796,0.204,"Fos-","Fos-",0,1
0.766,0.234,"Fos-","Fos-",0,1
