"","experiment.label","treatment","facs_sort","fos_status","ActivityStatus","CellID","ArcStatus","FosStatus","Activity_class"
"1","Jeager","HC","Fos-","Fos-","Inactive","X151207_G3_N_C_N_HC_3",NA,NA,"Inactive"
"2","Jeager","1hr","Fos+","Fos+","Active","X151214_A11_P_C_F_EE_3",NA,NA,"EarlySignature"
"3","Jeager","1hr","Fos-","Fos-","Inactive","X151214_A2_P_C_N_EE_3",NA,NA,"Inactive"
"4","Jeager","1hr","Fos-","Fos-","Inactive","X151214_A3_P_C_N_EE_3",NA,NA,"Inactive"
"5","Jeager","1hr","Fos+","Fos+","Active","X151214_A9_P_C_F_EE_3",NA,NA,"EarlySignature"
"6","Jeager","1hr","Fos+","Fos+","Active","X151214_B10_P_C_F_EE_3",NA,NA,"EarlySignature"
"7","Jeager","1hr","Fos+","Fos+","Active","X151214_B11_P_C_F_EE_3",NA,NA,"EarlySignature"
"8","Jeager","1hr","Fos+","Fos+","Active","X151214_B12_P_C_F_EE_3",NA,NA,"EarlySignature"
"9","Jeager","1hr","Fos-","Fos-","Inactive","X151214_B2_P_C_N_EE_3",NA,NA,"Inactive"
"10","Jeager","1hr","Fos-","Fos-","Inactive","X151214_B3_P_C_N_EE_3",NA,NA,"Inactive"
"11","Jeager","1hr","Fos-","Fos-","Inactive","X151214_B4_P_C_N_EE_3",NA,NA,"Inactive"
"12","Jeager","1hr","Fos+","Fos+","Active","X151214_B9_P_C_F_EE_3",NA,NA,"EarlySignature"
"13","Jeager","1hr","Fos-","Fos-","Inactive","X151214_C1_P_C_N_EE_3",NA,NA,"Inactive"
"14","Jeager","1hr","Fos+","Fos+","Active","X151214_C10_P_C_F_EE_3",NA,NA,"EarlySignature"
"15","Jeager","1hr","Fos+","Fos+","Active","X151214_C11_P_C_F_EE_3",NA,NA,"EarlySignature"
"16","Jeager","1hr","Fos+","Fos+","Active","X151214_C12_P_C_F_EE_3",NA,NA,"EarlySignature"
"17","Jeager","1hr","Fos-","Fos-","Inactive","X151214_C2_P_C_N_EE_3",NA,NA,"Inactive"
"18","Jeager","1hr","Fos-","Fos-","Inactive","X151214_C3_P_C_N_EE_3",NA,NA,"Inactive"
"19","Jeager","1hr","Fos-","Fos-","Inactive","X151214_C4_P_C_N_EE_3",NA,NA,"Inactive"
"20","Jeager","1hr","Fos+","Fos+","Active","X151214_C9_P_C_F_EE_3",NA,NA,"EarlySignature"
"21","Jeager","1hr","Fos-","Fos-","Inactive","X151214_D1_P_C_N_EE_3",NA,NA,"Inactive"
"22","Jeager","1hr","Fos+","Fos+","Active","X151214_D10_P_C_F_EE_3",NA,NA,"EarlySignature"
"23","Jeager","1hr","Fos+","Fos+","Active","X151214_D11_P_C_F_EE_3",NA,NA,"EarlySignature"
"24","Jeager","1hr","Fos+","Fos+","Active","X151214_D12_P_C_F_EE_3",NA,NA,"EarlySignature"
"25","Jeager","1hr","Fos-","Fos-","Inactive","X151214_D2_P_C_N_EE_3",NA,NA,"Inactive"
"26","Jeager","1hr","Fos-","Fos-","Inactive","X151214_D3_P_C_N_EE_3",NA,NA,"Inactive"
"27","Jeager","1hr","Fos-","Fos-","Inactive","X151214_D4_P_C_N_EE_3",NA,NA,"Inactive"
"28","Jeager","1hr","Fos+","Fos+","Active","X151214_D9_P_C_F_EE_3",NA,NA,"EarlySignature"
"29","Jeager","1hr","Fos-","Fos-","Inactive","X151214_E1_P_C_N_EE_3",NA,NA,"Inactive"
"30","Jeager","1hr","Fos+","Fos+","Active","X151214_E11_P_C_F_EE_3",NA,NA,"EarlySignature"
"31","Jeager","1hr","Fos+","Fos+","Active","X151214_E12_P_C_F_EE_3",NA,NA,"EarlySignature"
"32","Jeager","1hr","Fos-","Fos-","Inactive","X151214_E2_P_C_N_EE_3",NA,NA,"Inactive"
"33","Jeager","1hr","Fos-","Fos-","Inactive","X151214_E3_P_C_N_EE_3",NA,NA,"Inactive"
"34","Jeager","1hr","Fos-","Fos-","Inactive","X151214_E4_P_C_N_EE_3",NA,NA,"Inactive"
"35","Jeager","1hr","Fos+","Fos+","Active","X151214_E9_P_C_F_EE_3",NA,NA,"EarlySignature"
"36","Jeager","1hr","Fos-","Fos-","Inactive","X151214_F1_P_C_N_EE_3",NA,NA,"Inactive"
"37","Jeager","1hr","Fos+","Fos+","Active","X151214_F11_P_C_F_EE_3",NA,NA,"EarlySignature"
"38","Jeager","1hr","Fos+","Fos+","Active","X151214_F12_P_C_F_EE_3",NA,NA,"EarlySignature"
"39","Jeager","1hr","Fos-","Fos-","Inactive","X151214_F2_P_C_N_EE_3",NA,NA,"Inactive"
"40","Jeager","1hr","Fos-","Fos-","Inactive","X151214_F3_P_C_N_EE_3",NA,NA,"Inactive"
"41","Jeager","1hr","Fos-","Fos-","Inactive","X151214_F4_P_C_N_EE_3",NA,NA,"Inactive"
"42","Jeager","1hr","Fos-","Fos-","Inactive","X151214_G1_P_C_N_EE_3",NA,NA,"Inactive"
"43","Jeager","1hr","Fos+","Fos+","Active","X151214_G10_P_C_F_EE_3",NA,NA,"EarlySignature"
"44","Jeager","1hr","Fos+","Fos+","Active","X151214_G11_P_C_F_EE_3",NA,NA,"EarlySignature"
"45","Jeager","1hr","Fos+","Fos+","Active","X151214_G12_P_C_F_EE_3",NA,NA,"EarlySignature"
"46","Jeager","1hr","Fos-","Fos-","Inactive","X151214_G2_P_C_N_EE_3",NA,NA,"Inactive"
"47","Jeager","1hr","Fos-","Fos-","Inactive","X151214_G3_P_C_N_EE_3",NA,NA,"Inactive"
"48","Jeager","1hr","Fos-","Fos-","Inactive","X151214_G4_P_C_N_EE_3",NA,NA,"Inactive"
"49","Jeager","1hr","Fos+","Fos+","Active","X151214_G9_P_C_F_EE_3",NA,NA,"EarlySignature"
"50","Jeager","1hr","Fos-","Fos-","Inactive","X151214_H1_P_C_N_EE_3",NA,NA,"Inactive"
"51","Jeager","1hr","Fos+","Fos+","Active","X151214_H10_P_C_F_EE_3",NA,NA,"EarlySignature"
"52","Jeager","1hr","Fos+","Fos+","Active","X151214_H11_P_C_F_EE_3",NA,NA,"EarlySignature"
"53","Jeager","1hr","Fos+","Fos+","Active","X151214_H12_P_C_F_EE_3",NA,NA,"EarlySignature"
"54","Jeager","1hr","Fos-","Fos-","Inactive","X151214_H2_P_C_N_EE_3",NA,NA,"Inactive"
"55","Jeager","1hr","Fos-","Fos-","Inactive","X151214_H3_P_C_N_EE_3",NA,NA,"Inactive"
"56","Jeager","1hr","Fos-","Fos-","Inactive","X151214_H4_P_C_N_EE_3",NA,NA,"Inactive"
"57","Jeager","1hr","Fos+","Fos+","Active","X151214_H9_P_C_F_EE_3",NA,NA,"EarlySignature"
"58","Jeager","A>A","Fos+","Fos+","Active","X021618_45","pos","neg","LateSignature"
"59","Jeager","HC","Fos-","Fos-","Inactive","X160107_08",NA,NA,"Inactive"
"60","Jeager","HC","Fos-","Fos-","Inactive","X160118_13",NA,NA,"Inactive"
"61","Jeager","HC","Fos-","Fos-","Inactive","X160324_01",NA,NA,"Inactive"
"62","Jeager","HC","Fos-","Fos-","Inactive","X160324_02",NA,NA,"Inactive"
"63","Jeager","HC","Fos-","Fos-","Inactive","X160324_03",NA,NA,"Inactive"
"64","Jeager","HC","Fos-","Fos-","Inactive","X160324_04",NA,NA,"Inactive"
"65","Jeager","HC","Fos-","Fos-","Inactive","X160324_08",NA,NA,"Inactive"
"66","Jeager","HC","Fos-","Fos-","Inactive","X160324_09",NA,NA,"Inactive"
"67","Jeager","HC","Fos-","Fos-","Inactive","X160324_10",NA,NA,"Inactive"
"68","Jeager","HC","Fos-","Fos-","Inactive","X160324_11",NA,NA,"Inactive"
"69","Jeager","HC","Fos-","Fos-","Inactive","X160324_15",NA,NA,"Inactive"
"70","Jeager","HC","Fos-","Fos-","Inactive","X160324_16",NA,NA,"Inactive"
"71","Jeager","HC","Fos-","Fos-","Inactive","X160324_17",NA,NA,"Inactive"
"72","Jeager","HC","Fos-","Fos-","Inactive","X160324_18",NA,NA,"Inactive"
"73","Jeager","HC","Fos-","Fos-","Inactive","X160324_21",NA,NA,"Inactive"
"74","Jeager","HC","Fos-","Fos-","Inactive","X160324_22",NA,NA,"Inactive"
"75","Jeager","HC","Fos-","Fos-","Inactive","X160324_23",NA,NA,"Inactive"
"76","Jeager","HC","Fos-","Fos-","Inactive","X160324_24",NA,NA,"Inactive"
"77","Jeager","HC","Fos-","Fos-","Inactive","X160324_29",NA,NA,"Inactive"
"78","Jeager","HC","Fos-","Fos-","Inactive","X160324_30",NA,NA,"Inactive"
"79","Jeager","HC","Fos-","Fos-","Inactive","X160324_31",NA,NA,"Inactive"
"80","Jeager","HC","Fos-","Fos-","Inactive","X160324_36",NA,NA,"Inactive"
"81","Jeager","HC","Fos-","Fos-","Inactive","X160324_37",NA,NA,"Inactive"
"82","Jeager","HC","Fos-","Fos-","Inactive","X160324_38",NA,NA,"Inactive"
"83","Jeager","HC","Fos-","Fos-","Inactive","X160324_39",NA,NA,"Inactive"
"84","Jeager","HC","Fos-","Fos-","Inactive","X160324_40",NA,NA,"Inactive"
"85","Jeager","5hr","Fos+","Fos+","Active","X160512_01","","","LateSignature"
"86","Jeager","5hr","Fos+","Fos+","Active","X160512_02","","","LateSignature"
"87","Jeager","5hr","Fos+","Fos+","Active","X160512_03","","","LateSignature"
"88","Jeager","5hr","Fos+","Fos+","Active","X160512_04","","","LateSignature"
"89","Jeager","5hr","Fos+","Fos+","Active","X160512_05","","","LateSignature"
"90","Jeager","5hr","Fos+","Fos+","Active","X160512_06","","","LateSignature"
"91","Jeager","5hr","Fos+","Fos+","Active","X160512_07","","","LateSignature"
"92","Jeager","5hr","Fos+","Fos+","Active","X160512_08","","","LateSignature"
"93","Jeager","5hr","Fos+","Fos+","Active","X160512_09","","","LateSignature"
"94","Jeager","5hr","Fos+","Fos+","Active","X160512_10","","","LateSignature"
"95","Jeager","5hr","Fos+","Fos+","Active","X160512_11","","","LateSignature"
"96","Jeager","5hr","Fos+","Fos+","Active","X160512_12","","","LateSignature"
"97","Jeager","5hr","Fos+","Fos+","Active","X160512_13","","","LateSignature"
"98","Jeager","5hr","Fos+","Fos+","Active","X160512_14","","","LateSignature"
"99","Jeager","5hr","Fos+","Fos+","Active","X160512_15","","","LateSignature"
"100","Jeager","5hr","Fos+","Fos+","Active","X160512_16","","","LateSignature"
"101","Jeager","5hr","Fos+","Fos+","Active","X160512_17","","","LateSignature"
"102","Jeager","5hr","Fos+","Fos+","Active","X160512_18","","","LateSignature"
"103","Jeager","5hr","Fos+","Fos+","Active","X160512_19","","","LateSignature"
"104","Jeager","5hr","Fos+","Fos+","Active","X160512_20","","","LateSignature"
"105","Jeager","5hr","Fos+","Fos+","Active","X160512_21","","","LateSignature"
"106","Jeager","5hr","Fos+","Fos+","Active","X160512_22","","","LateSignature"
"107","Jeager","5hr","Fos+","Fos+","Active","X160512_23","","","LateSignature"
"108","Jeager","5hr","Fos+","Fos+","Active","X160512_24","","","LateSignature"
"109","Jeager","5hr","Fos+","Fos+","Active","X160512_25","","","LateSignature"
"110","Jeager","5hr","Fos+","Fos+","Active","X160512_26","","","LateSignature"
"111","Jeager","5hr","Fos+","Fos+","Active","X160512_27","","","LateSignature"
"112","Jeager","5hr","Fos+","Fos+","Active","X160512_28","","","LateSignature"
"113","Jeager","5hr","Fos+","Fos+","Active","X160512_29","","","LateSignature"
"114","Jeager","5hr","Fos+","Fos+","Active","X160512_30","","","LateSignature"
"115","Jeager","5hr","Fos+","Fos+","Active","X160512_31","","","LateSignature"
"116","Jeager","5hr","Fos+","Fos+","Active","X160512_32","","","LateSignature"
"117","Jeager","5hr","Fos+","Fos+","Active","X160512_33","","","LateSignature"
"118","Jeager","5hr","Fos+","Fos+","Active","X160512_34","","","LateSignature"
"119","Jeager","5hr","Fos+","Fos+","Active","X160512_35","","","LateSignature"
"120","Jeager","5hr","Fos+","Fos+","Active","X160512_36","","","LateSignature"
"121","Jeager","5hr","Fos+","Fos+","Active","X160512_37","","","LateSignature"
"122","Jeager","5hr","Fos+","Fos+","Active","X160512_38","","","LateSignature"
"123","Jeager","5hr","Fos+","Fos+","Active","X160512_39","","","LateSignature"
"124","Jeager","5hr","Fos+","Fos+","Active","X160512_40","","","LateSignature"
"125","Jeager","5hr","Fos+","Fos+","Active","X160512_41","","","LateSignature"
"126","Jeager","5hr","Fos+","Fos+","Active","X160512_42","","","LateSignature"
"127","Jeager","5hr","Fos+","Fos+","Active","X160512_43","","","LateSignature"
"128","Jeager","5hr","Fos+","Fos+","Active","X160512_44","","","LateSignature"
"129","Jeager","5hr","Fos+","Fos+","Active","X160512_45","","","LateSignature"
"130","Jeager","5hr","Fos+","Fos+","Active","X160512_46","","","LateSignature"
"131","Jeager","5hr","Fos+","Fos+","Active","X160512_47","","","LateSignature"
"132","Jeager","5hr","Fos+","Fos+","Active","X160512_48","","","LateSignature"
"133","Jeager","A>C","Fos+","Fos+","Active","X160602_01","","","LateSignature"
"134","Jeager","A>C","Fos+","Fos+","Active","X160602_02","","","LateSignature"
"135","Jeager","A>C","Fos+","Fos+","Active","X160602_03","","","LateSignature"
"136","Jeager","A>C","Fos+","Fos+","Active","X160602_04","","","LateSignature"
"137","Jeager","A>C","Fos+","Fos+","Active","X160602_05","","","LateSignature"
"138","Jeager","A>C","Fos+","Fos+","Active","X160602_06","","","LateSignature"
"139","Jeager","A>C","Fos+","Fos+","Active","X160602_07","","","LateSignature"
"140","Jeager","A>C","Fos+","Fos+","Active","X160602_08","","","LateSignature"
"141","Jeager","A>C","Fos+","Fos+","Active","X160602_09","","","LateSignature"
"142","Jeager","A>C","Fos+","Fos+","Active","X160602_10","","","LateSignature"
"143","Jeager","A>C","Fos+","Fos+","Active","X160602_11","","","LateSignature"
"144","Jeager","A>C","Fos+","Fos+","Active","X160602_12","","","LateSignature"
"145","Jeager","A>C","Fos+","Fos+","Active","X160602_13","","","LateSignature"
"146","Jeager","A>C","Fos+","Fos+","Active","X160602_14","","","LateSignature"
"147","Jeager","A>C","Fos+","Fos+","Active","X160602_15","","","LateSignature"
"148","Jeager","A>C","Fos+","Fos+","Active","X160602_16","","","LateSignature"
"149","Jeager","A>C","Fos+","Fos+","Active","X160602_17","","","LateSignature"
"150","Jeager","A>C","Fos+","Fos+","Active","X160602_18","","","LateSignature"
"151","Jeager","A>C","Fos+","Fos+","Active","X160602_19","","","LateSignature"
"152","Jeager","A>C","Fos+","Fos+","Active","X160602_20","","","LateSignature"
"153","Jeager","A>C","Fos+","Fos+","Active","X160602_21","","","LateSignature"
"154","Jeager","A>C","Fos+","Fos+","Active","X160602_22","","","LateSignature"
"155","Jeager","A>C","Fos+","Fos+","Active","X160602_23","","","LateSignature"
"156","Jeager","A>C","Fos+","Fos+","Active","X160602_24","","","LateSignature"
"157","Jeager","A>C","Fos+","Fos+","Active","X160602_25","","","LateSignature"
"158","Jeager","A>C","Fos+","Fos+","Active","X160602_26","","","LateSignature"
"159","Jeager","A>C","Fos+","Fos+","Active","X160602_27","","","LateSignature"
"160","Jeager","A>C","Fos+","Fos+","Active","X160602_28","","","LateSignature"
"161","Jeager","A>C","Fos+","Fos+","Active","X160602_29","","","LateSignature"
"162","Jeager","A>C","Fos+","Fos+","Active","X160602_30","","","LateSignature"
"163","Jeager","A>C","Fos+","Fos+","Active","X160602_31","","","LateSignature"
"164","Jeager","A>C","Fos+","Fos+","Active","X160602_32","","","LateSignature"
"165","Jeager","A>C","Fos+","Fos+","Active","X160602_33","","","LateSignature"
"166","Jeager","A>C","Fos+","Fos+","Active","X160602_34","","","LateSignature"
"167","Jeager","A>C","Fos+","Fos+","Active","X160602_35","","","LateSignature"
"168","Jeager","A>C","Fos+","Fos+","Active","X160602_36","","","LateSignature"
"169","Jeager","A>C","Fos+","Fos+","Active","X160602_37","","","LateSignature"
"170","Jeager","A>C","Fos+","Fos+","Active","X160602_38","","","LateSignature"
"171","Jeager","A>C","Fos+","Fos+","Active","X160602_39","","","LateSignature"
"172","Jeager","A>C","Fos+","Fos+","Active","X160602_40","","","LateSignature"
"173","Jeager","A>C","Fos+","Fos+","Active","X160602_41","","","LateSignature"
"174","Jeager","A>C","Fos+","Fos+","Active","X160602_42","","","LateSignature"
"175","Jeager","A>C","Fos+","Fos+","Active","X160602_43","","","LateSignature"
"176","Jeager","A>C","Fos+","Fos+","Active","X160602_44","","","LateSignature"
"177","Jeager","A>C","Fos+","Fos+","Active","X160602_45","","","LateSignature"
"178","Jeager","A>C","Fos+","Fos+","Active","X160602_46","","","LateSignature"
"179","Jeager","A>C","Fos+","Fos+","Active","X160602_47","","","LateSignature"
"180","Jeager","A>C","Fos+","Fos+","Active","X160602_48","","","LateSignature"
"181","Jeager","A>C","Fos+","Fos+","Active","X160619_01","","","LateSignature"
"182","Jeager","A>C","Fos+","Fos+","Active","X160619_02","","","LateSignature"
"183","Jeager","A>C","Fos+","Fos+","Active","X160619_03","","","LateSignature"
"184","Jeager","A>C","Fos+","Fos+","Active","X160619_04","","","LateSignature"
"185","Jeager","A>C","Fos+","Fos+","Active","X160619_05","","","LateSignature"
"186","Jeager","A>C","Fos+","Fos+","Active","X160619_06","","","LateSignature"
"187","Jeager","A>C","Fos+","Fos+","Active","X160619_07","","","LateSignature"
"188","Jeager","A>C","Fos+","Fos+","Active","X160619_08","","","LateSignature"
"189","Jeager","A>C","Fos+","Fos+","Active","X160619_09","","","LateSignature"
"190","Jeager","A>C","Fos+","Fos+","Active","X160619_10","","","LateSignature"
"191","Jeager","A>C","Fos+","Fos+","Active","X160619_11","","","LateSignature"
"192","Jeager","A>C","Fos+","Fos+","Active","X160619_12","","","LateSignature"
"193","Jeager","A>C","Fos+","Fos+","Active","X160619_13","","","LateSignature"
"194","Jeager","A>C","Fos+","Fos+","Active","X160619_14","","","LateSignature"
"195","Jeager","A>C","Fos+","Fos+","Active","X160619_15","","","LateSignature"
"196","Jeager","A>C","Fos+","Fos+","Active","X160619_16","","","LateSignature"
"197","Jeager","A>C","Fos+","Fos+","Active","X160619_17","","","LateSignature"
"198","Jeager","A>C","Fos+","Fos+","Active","X160619_18","","","LateSignature"
"199","Jeager","A>C","Fos+","Fos+","Active","X160619_19","","","LateSignature"
"200","Jeager","A>C","Fos+","Fos+","Active","X160619_20","","","LateSignature"
"201","Jeager","A>C","Fos+","Fos+","Active","X160619_21","","","LateSignature"
"202","Jeager","A>C","Fos+","Fos+","Active","X160619_22","","","LateSignature"
"203","Jeager","A>C","Fos+","Fos+","Active","X160619_23","","","LateSignature"
"204","Jeager","A>C","Fos+","Fos+","Active","X160619_24","","","LateSignature"
"205","Jeager","A>C","Fos+","Fos+","Active","X160619_25","","","LateSignature"
"206","Jeager","A>C","Fos+","Fos+","Active","X160619_26","","","LateSignature"
"207","Jeager","A>C","Fos+","Fos+","Active","X160619_27","","","LateSignature"
"208","Jeager","A>C","Fos+","Fos+","Active","X160619_28","","","LateSignature"
"209","Jeager","A>C","Fos+","Fos+","Active","X160619_29","","","LateSignature"
"210","Jeager","A>C","Fos+","Fos+","Active","X160619_30","","","LateSignature"
"211","Jeager","A>C","Fos+","Fos+","Active","X160619_31","","","LateSignature"
"212","Jeager","A>C","Fos+","Fos+","Active","X160619_32","","","LateSignature"
"213","Jeager","A>C","Fos+","Fos+","Active","X160619_33","","","LateSignature"
"214","Jeager","A>C","Fos+","Fos+","Active","X160619_34","","","LateSignature"
"215","Jeager","A>C","Fos+","Fos+","Active","X160619_35","","","LateSignature"
"216","Jeager","A>C","Fos+","Fos+","Active","X160619_36","","","LateSignature"
"217","Jeager","A>C","Fos+","Fos+","Active","X160619_37","","","LateSignature"
"218","Jeager","A>C","Fos+","Fos+","Active","X160619_38","","","LateSignature"
"219","Jeager","A>C","Fos+","Fos+","Active","X160619_39","","","LateSignature"
"220","Jeager","A>C","Fos+","Fos+","Active","X160619_40","","","LateSignature"
"221","Jeager","A>C","Fos+","Fos+","Active","X160619_41","","","LateSignature"
"222","Jeager","A>C","Fos+","Fos+","Active","X160619_42","","","LateSignature"
"223","Jeager","A>C","Fos+","Fos+","Active","X160619_43","","","LateSignature"
"224","Jeager","A>C","Fos+","Fos+","Active","X160619_44","","","LateSignature"
"225","Jeager","A>C","Fos+","Fos+","Active","X160619_45","","","LateSignature"
"226","Jeager","A>C","Fos+","Fos+","Active","X160619_46","","","LateSignature"
"227","Jeager","A>C","Fos+","Fos+","Active","X160619_47","","","LateSignature"
"228","Jeager","A>C","Fos+","Fos+","Active","X160619_48","","","LateSignature"
"229","Jeager","A>A","Fos+","Fos+","Active","X160622_01","","","fillme"
"230","Jeager","A>A","Fos+","Fos+","Active","X160622_02","","","fillme"
"231","Jeager","A>A","Fos+","Fos+","Active","X160622_03","","","fillme"
"232","Jeager","A>A","Fos+","Fos+","Active","X160622_04","","","fillme"
"233","Jeager","A>A","Fos+","Fos+","Active","X160622_05","","","fillme"
"234","Jeager","A>A","Fos+","Fos+","Active","X160622_06","","","fillme"
"235","Jeager","A>A","Fos+","Fos+","Active","X160622_07","","","fillme"
"236","Jeager","A>A","Fos+","Fos+","Active","X160622_08","","","fillme"
"237","Jeager","A>A","Fos+","Fos+","Active","X160622_09","","","fillme"
"238","Jeager","A>A","Fos+","Fos+","Active","X160622_10","","","fillme"
"239","Jeager","A>A","Fos+","Fos+","Active","X160622_11","","","fillme"
"240","Jeager","A>A","Fos+","Fos+","Active","X160622_12","","","fillme"
"241","Jeager","A>A","Fos+","Fos+","Active","X160622_13","","","fillme"
"242","Jeager","A>A","Fos+","Fos+","Active","X160622_14","","","fillme"
"243","Jeager","A>A","Fos+","Fos+","Active","X160622_15","","","fillme"
"244","Jeager","A>A","Fos+","Fos+","Active","X160622_16","","","fillme"
"245","Jeager","A>A","Fos+","Fos+","Active","X160622_17","","","fillme"
"246","Jeager","A>A","Fos+","Fos+","Active","X160622_18","","","fillme"
"247","Jeager","A>A","Fos+","Fos+","Active","X160622_19","","","fillme"
"248","Jeager","A>A","Fos+","Fos+","Active","X160622_20","","","fillme"
"249","Jeager","A>A","Fos+","Fos+","Active","X160622_21","","","fillme"
"250","Jeager","A>A","Fos+","Fos+","Active","X160622_22","","","fillme"
"251","Jeager","A>A","Fos+","Fos+","Active","X160622_23","","","fillme"
"252","Jeager","A>A","Fos+","Fos+","Active","X160622_24","","","fillme"
"253","Jeager","A>A","Fos+","Fos+","Active","X160622_25","","","fillme"
"254","Jeager","A>A","Fos+","Fos+","Active","X160622_26","","","fillme"
"255","Jeager","A>A","Fos+","Fos+","Active","X160622_27","","","fillme"
"256","Jeager","A>A","Fos+","Fos+","Active","X160622_28","","","fillme"
"257","Jeager","A>A","Fos+","Fos+","Active","X160622_29","","","fillme"
"258","Jeager","A>A","Fos+","Fos+","Active","X160622_30","","","fillme"
"259","Jeager","A>A","Fos+","Fos+","Active","X160622_31","","","fillme"
"260","Jeager","A>A","Fos+","Fos+","Active","X160622_32","","","fillme"
"261","Jeager","A>A","Fos+","Fos+","Active","X160622_33","","","fillme"
